,ISO,Year,Risk.ext.debt.distress,Debt.Indicator,Inflation,Cur.acc.bal,Gen.gov.len.bor,Vol.Exp.Goods,GDP,GDP.per.cap,Gen.gov.rev,US.int.rates,Ext.Debt.Serv,Real.GDP.growth,Exch.Rate,Control.of.Corruption,Government.Effectiveness,Pol.Stability.Absence.of.Violence,Regulatory.Quality,Rule.of.Law,Voice.and.Accountability
108,NER,2008,Moderate,0,11.310,-8.964,1.108,15.124,7.297,478.448,17.941,3.082411335,28962737.3,7.731414229,446.0000414,-0.7201005,4.300801,-0.6684192,-0.4236389,1.8317997,-0.4418941
109,RWA,2008,Moderate,0,15.440,-5.139,0.822,-3.112,5.201,547.499,23.202,3.082411335,47852285.8,11.16124324,546.8486532,0.0962692,4.8689532,-0.3239338,-0.5066115,2.0227131,-1.311892
110,STP,2008,High,1,31.991,-17.611,13.648,20.428,0.188,1125.88,44.095,3.082411335,2333762.1,8.186174056,14.69520167,-0.3017965,4.3260759,0.175625,-0.7074816,2.0154328,0.1847558
111,SEN,2008,Low,0,6.335,-11.202,-3.497,-1.884,17.017,1417.49,17.239,3.082411335,181223566.2,4.056375727,446.0000414,-0.4978309,4.8441473,-0.1476973,-0.321682,2.2196403,-0.2135035
112,SLE,2008,Moderate,0,8.205,-8.977,-3.466,-10.952,2.511,409.443,12.695,3.082411335,5911045.8,5.39828521,2981.515,-0.9686922,3.849477,-0.238069,-0.9751633,1.5646327,-0.1416382
113,TZA,2008,Low,0,10.276,-7.657,-1.919,-1.924,27.762,683.137,16.32,3.082411335,73435537.6,5.68641686,1196.310709,-0.4170312,4.507368,-0.228036,-0.5074317,2.1512882,-0.1662126
114,TGO,2008,In debt distress,1,7.690,-6.705,-0.814,5.771,3.323,546.29,16.257,3.082411335,195252221.3,4.062252828,446.0000414,-0.9731315,3.503427,-0.1695216,-0.954002,1.6748013,-0.9882196
115,UGA,2008,Low,0,12.044,-5.459,-1.995,14.913,22.419,784.496,10.951,3.082411335,74201276.7,8.708751901,1720.443879,-0.8326218,4.4163751,-0.8762574,-0.2322885,2.1485462,-0.5099347
116,ZMB,2008,Low,0,12.449,-3.331,-0.668,7.407,17.911,1365.69,18.79,3.082411335,167178872.8,7.773895815,3.745,-0.3910125,4.2655631,0.4698419,-0.4648499,2.0919991,-0.1611002
117,BEN,2009,Moderate,0,0.398,-6.69,-2.241,-14.017,9.728,1087.58,14.756,2.468828892,47678936.6,2.319292139,470.2934233,-0.6156271,4.4245179,0.4032981,-0.3465346,1.8461163,0.3425233
118,BFA,2009,High,1,0.864,-4.037,-4.16,6.414,9.44,623.497,17.359,2.468828892,43874724.6,2.961950859,470.2934233,-0.3353375,4.4144281,0.0349414,-0.1119205,2.2928762,-0.2897423
119,BDI,2009,High,1,10.557,-6.312,-5.145,-20.627,1.775,208.78,32.843,2.468828892,19866682.3,3.812746937,1230.179167,-1.129477,3.95383,-1.272694,-1.155625,1.352703,-0.6894393
120,CMR,2009,Low,0,3.040,-4.304,-0.044,11.974,26.094,1309.59,15.677,2.468828892,402293277.9,2.198664102,470.2934233,-1.003626,4.1624774,-0.4744701,-0.7615821,1.376858,-1.040357
121,CAF,2009,Moderate,0,3.521,-8.714,-0.553,-13.61,2.059,482.648,15.455,2.468828892,31380646.1,8.587260426,470.2934233,-0.9766904,3.58782,-1.905314,-1.255856,1.194913,-1.003473
122,TCD,2009,Moderate,0,10.103,-8.209,-9.203,-0.068,9.315,805.798,14.935,2.468828892,77692757.1,4.217695552,470.2934233,-1.402205,3.554217,-1.728324,-1.06258,0.986622,-1.398563
123,COM,2009,In debt distress,1,4.789,-4.09,0.36,-4.739,0.904,1351.15,14.022,2.468828892,11866146.8,3.200113112,352.7200675,-0.8286337,3.230157,-0.7667361,-1.548741,1.369935,-0.3419944
124,COD,2009,In debt distress,1,46.101,-6.005,0.925,-14.518,18.702,257.769,13.395,2.468828892,624518907.4,2.85506401,809.7858333,-1.38918,3.306469,-2.002091,-1.529051,0.866818,-1.409388
125,COG,2009,High,1,4.341,-14.103,4.756,21.939,9.713,2722.04,29.189,2.468828892,178673013.5,11.63728886,470.2934233,-1.19568,3.773274,-0.2495118,-1.287886,1.281515,-1.104503
126,CIV,2009,High,1,1.009,4.82,-1.001,11.054,33.693,1657.6,13.384,2.468828892,1133085396,3.251453718,470.2934233,-1.104134,3.891088,-1.320874,-0.9707215,1.265469,-1.06438
127,ETH,2009,Moderate,0,8.479,-7.641,-0.932,4.315,28.672,351.341,16.181,2.468828892,95805491.8,8.802553198,11.77759967,-0.7013902,4.5031128,-1.640794,-0.9303918,1.6729125,-1.298283
128,GMB,2009,High,1,4.554,-7.783,-1.648,-0.963,1.45,833.282,12.706,2.468828892,19514791.3,6.665724308,26.6443612,-0.5736223,4.3281112,0.1244179,-0.342745,1.9941119,-1.012212
129,GHA,2009,Moderate,0,13.139,-4.079,-5.378,0.008,34.254,1462.82,12.281,2.468828892,258586042.8,4.844486998,1.404966667,-0.0072126,4.9546492,0.0299434,0.0803972,2.4579402,0.4979627
130,GIN,2009,In debt distress,1,4.682,-5.64,-4.893,-1.018,6.753,637.478,11.357,2.468828892,144114325.3,-1.117638595,4801.083238,-1.078125,3.977748,-2.116101,-1.139881,0.962022,-1.302842
131,GNB,2009,In debt distress,1,-1.637,-5.393,2.679,19.392,0.889,613.569,23.287,2.468828892,11625703.3,3.368974958,470.2934233,-1.195958,3.970573,-0.6664873,-1.183313,1.164402,-0.7591977
132,LBR,2009,In debt distress,1,7.427,-15.008,-1.377,-18.5,1.768,504.527,22.184,2.468828892,27442064,5.300539377,68.28666667,-0.5898559,3.768847,-1.051082,-1.196836,1.485601,-0.1633978
133,MDG,2009,Low,0,8.954,-18.395,-2.261,-14.041,9.617,467.54,10.247,2.468828892,49902655.1,-3.978708646,1956.205833,-0.339067,4.1976979,-0.7328526,-0.5246624,1.766159,-0.8315294
134,MWI,2009,Moderate,0,8.416,-10.199,-3.568,-27.736,6.195,405.62,26.911,2.468828892,38547840.4,8.328110276,141.1683333,-0.4046172,4.5255674,0.0532402,-0.4488389,2.3897467,-0.1488018
135,MLI,2009,Low,0,2.217,-10.937,-3.717,-12.58,10.221,722.924,19.097,2.468828892,68491130.7,4.806322267,470.2934233,-0.6739076,4.1986663,-0.0755709,-0.4086943,2.1347825,0.0696146
136,MOZ,2009,Low,0,3.789,-10.001,-4.479,-0.234,12.261,518.466,21.997,2.468828892,509662317.9,6.318197232,27.51829996,-0.4373404,4.4502925,0.6261856,-0.3936403,1.9093555,-0.1142552
137,NER,2009,Moderate,0,0.455,-18.047,-3.916,17.986,7.344,463.552,13.723,2.468828892,37497795.5,1.962600905,470.2934233,-0.610281,4.3478037,-1.15033,-0.4834641,2.0213417,-0.737895
138,RWA,2009,Moderate,0,10.347,-5.939,0.258,-20.159,5.694,587.036,22.496,2.468828892,39499847.5,6.248259929,568.2813268,0.0899276,4.8496827,-0.5062013,-0.3198239,1.9990914,-1.291988
139,STP,2009,High,1,16.957,-25.9,-19.257,4.734,0.188,1098.37,32.68,2.468828892,2100949.8,2.426282361,16.20845125,-0.1968128,4.3404793,0.1460085,-0.7418562,1.8229619,0.1560314
140,SEN,2009,Low,0,-2.248,-5.253,-3.625,4.171,16.296,1321.1,17.276,2.468828892,197408856.4,2.092527084,470.2934233,-0.4863388,4.4882194,-0.2043053,-0.2981089,2.1305748,-0.2690909
141,SLE,2009,Moderate,0,7.469,-13.325,-2.335,17.416,2.454,391.213,15.141,2.468828892,7945164.8,3.188051216,3385.65,-0.9311493,3.796935,-0.2885165,-0.7885708,1.5990516,-0.2413225
142,TZA,2009,Low,0,12.144,-7.516,-4.418,-2.23,28.985,693.025,15.466,2.468828892,164005256.8,5.269105248,1320.312061,-0.4454531,4.4007113,0.0891499,-0.4425703,2.0196635,-0.1603087
143,TGO,2009,In debt distress,1,4.067,-5.249,-3.669,17.004,3.376,540.022,16.297,2.468828892,53834765.7,5.537910972,470.2934233,-1.018094,3.622116,-0.1650247,-0.8632654,1.6176205,-0.9785588
144,UGA,2009,Low,0,13.017,-4.348,-1.61,6.07,24.107,815.808,10.147,2.468828892,71828186.1,6.801517348,2030.488074,-0.901867,4.3762278,-0.9924353,-0.175511,2.0856098,-0.5091616
145,ZMB,2009,Low,0,13.392,5.954,-2.057,19.198,15.328,1134.76,15.75,2.468828892,170407260.6,9.220348406,5.045,-0.4610739,4.1923227,0.5683178,-0.5274447,2.0244628,-0.3003243
146,BEN,2010,Moderate,0,2.179,-5.567,-0.276,25.849,9.543,1037.38,13.8,2.060736714,43826230.2,2.114064726,494.7942622,-0.6608168,4.4053114,0.2612601,-0.3335557,1.8268266,0.314489
147,BFA,2010,High,1,-0.608,-1.797,-4.058,54.547,10.118,648.365,17.597,2.060736714,49385166.3,8.446281577,494.7942622,-0.3506111,4.4311536,-0.1176371,-0.156401,2.3055097,-0.2529503
148,BDI,2010,High,1,6.496,-12.238,-3.637,16.901,2.032,231.549,37.207,2.060736714,4374807.6,5.124163303,1230.748333,-1.165457,3.899055,-1.625959,-1.115116,1.304535,-0.9426936
149,CMR,2010,Low,0,1.279,-3.273,-0.98,-10.334,26.191,1282.37,14.983,2.060736714,203133827.3,3.422507641,494.7942622,-1.061047,4.1099281,-0.7369714,-0.7441876,1.42876,-1.058277
150,CAF,2010,Moderate,0,1.491,-9.418,-1.347,9.368,2.141,492.078,15.912,2.060736714,3358435.9,4.630818432,494.7942622,-0.9296519,3.612257,-2.020625,-1.159351,1.205724,-1.104218
151,TCD,2010,Moderate,0,-2.110,-8.516,-4.152,-5.488,10.701,895.354,20.203,2.060736714,73142727.8,13.55010086,494.7942622,-1.381054,3.533698,-1.524828,-1.068313,0.996676,-1.360329
152,COM,2010,In debt distress,1,3.899,-0.255,4.204,14.004,0.909,1322.64,17.471,2.060736714,4298754.2,3.799933455,371.0956967,-0.8069158,3.256937,-0.5629393,-1.423614,1.453614,-0.4222873
153,COD,2010,High,1,23.461,-10.078,-1.001,31.683,21.566,288.015,14.919,2.060736714,274408365.1,7.107976576,905.9134583,-1.437921,3.264356,-2.196742,-1.586182,0.87926,-1.409103
154,COG,2010,Moderate,0,0.391,6.854,15.517,7.646,13.159,3597.96,38.514,2.060736714,141442239.4,9.931265431,494.7942622,-1.146635,3.772267,-0.3164158,-1.27373,1.280424,-1.062742
155,CIV,2010,In debt distress,1,1.366,1.35,-1.337,-7.723,34.431,1650.96,13.129,2.060736714,751408112.1,2.017638592,494.7942622,-1.157896,3.714357,-1.583894,-0.9260469,1.28275,-1.048398
156,ETH,2010,Low,0,8.134,-1.582,-1.321,15.739,26.887,324.285,17.162,2.060736714,179341010.1,12.55053835,14.40958981,-0.6906257,4.5677699,-1.635101,-0.8702891,1.6983495,-1.344843
157,GMB,2010,High,1,5.049,-10.049,-2.928,0.299,1.543,860.639,11.627,2.060736714,24103893.2,5.90833581,28.01195366,-0.5945483,4.3211861,0.065417,-0.3987791,1.9445909,-1.075465
158,GHA,2010,Moderate,0,6.698,-6.435,-7.52,13.565,43.043,1745.56,12.491,2.060736714,319127886.9,7.899711889,1.429983333,0.0115234,4.9621143,0.0260932,0.1159474,2.4719304,0.51473
159,GIN,2010,In debt distress,1,15.466,-6.397,-9.661,-9.896,6.858,630.549,10.849,2.060736714,105834207.1,4.820715414,5726.071021,-1.201466,3.891019,-1.687079,-1.090813,1.020821,-0.9179657
160,GNB,2010,In debt distress,1,1.071,-7.529,-0.225,-7.451,0.941,644.344,18.324,2.060736714,22364517.9,4.6109709,494.7942622,-1.155414,3.970494,-0.6909543,-1.138213,1.168556,-0.8229927
161,LBR,2010,Low,0,7.291,-19.76,1.144,7.993,1.998,550.36,25.798,2.060736714,6142707.2,6.099827602,71.40333333,-0.561761,3.722915,-0.4685253,-1.056976,1.5388887,-0.2113896
162,MDG,2010,Low,0,9.247,-9.183,-0.76,-7.85,9.983,471.959,11.52,2.060736714,61959675.5,0.619229746,2089.95,-0.4286864,4.0403635,-0.9783388,-0.5662374,1.6253672,-0.8454349
163,MWI,2010,Moderate,0,7.409,-8.584,1.831,40.949,6.957,442.765,31.817,2.060736714,20918516.2,6.874065635,150.4858333,-0.4871768,4.5893192,0.0438958,-0.5748214,2.3744302,-0.1909863
164,MLI,2010,Moderate,0,1.289,-10.719,-2.568,-1.013,10.698,732.402,17.694,2.060736714,61563780.7,5.313935279,494.7942622,-0.6779031,4.1356637,-0.1828992,-0.4931963,2.0500773,0.1581073
165,MOZ,2010,Low,0,12.426,-14.708,-3.503,-17.73,11.418,469.47,23.893,2.060736714,671275481.7,6.502353115,33.9600988,-0.4467431,4.4174189,0.3944219,-0.3978509,2.0281494,-0.120655
166,NER,2010,Low,0,0.944,-14.471,-0.983,19.73,7.858,477.257,13.276,2.060736714,25669208.9,8.578166743,494.7942622,-0.661096,4.3407218,-1.160745,-0.5173832,2.0175289,-0.6669648
167,RWA,2010,Moderate,0,2.306,-6.941,-0.636,11.592,6.148,614.796,23.103,2.060736714,51950487.4,7.334656108,583.1309066,0.3536429,4.9457071,-0.2720939,-0.1971854,2.1692438,-1.327148
168,STP,2010,High,1,13.339,-22.794,-11.711,6.723,0.197,1128.31,38.236,2.060736714,1651307.7,6.671984262,18.49860132,-0.2529863,4.2058474,0.1154429,-0.844986,1.8365356,0.1237374
169,SEN,2010,Low,0,1.228,-3.498,-3.911,-1.29,16.244,1281.27,17.641,2.060736714,304726044.3,3.56274539,494.7942622,-0.6379941,4.4200659,-0.417925,-0.2784313,2.10136,-0.2677378
170,SLE,2010,Moderate,0,7.194,-22.703,-5.002,12.41,2.578,401.835,15.218,2.060736714,11614035.9,5.346466052,3978.086667,-0.7746728,3.78426,-0.2366454,-0.7360142,1.5663589,-0.1578491
171,TZA,2010,Low,0,7.192,-7.458,-4.7,7.518,31.533,732.315,15.259,2.060736714,191204525.7,6.336523427,1395.625,-0.5352294,4.4025232,0.0144716,-0.4232683,2.0143881,-0.1308912
172,TGO,2010,Moderate,0,0.212,-5.784,-2.3,-2.048,3.432,534.465,18.583,2.060736714,36453622,6.099259161,494.7942622,-0.9596605,3.610813,-0.1793484,-0.8803849,1.5777667,-0.9520397
173,UGA,2010,Low,0,3.716,-6.522,-4.645,-12.216,24.683,808.713,10.779,2.060736714,63490401.6,5.637611638,2177.557507,-0.9175547,4.4749447,-1.000558,-0.1725371,2.1020354,-0.5183923
174,ZMB,2010,Low,0,8.500,7.527,-2.432,20.145,20.265,1456.16,15.634,2.060736714,149816243,10.29822332,4.7975,-0.5060785,4.1491129,0.5153514,-0.4962905,2.0097547,-0.2430157
175,BEN,2011,Low,0,2.736,-4.833,-0.981,-10.907,10.691,1130.08,13.746,1.137338319,50212087,2.963752919,471.2486257,-0.5935286,4.4541034,0.3183564,-0.3462625,1.8367028,0.1663906
176,BFA,2011,High,1,2.769,-1.328,-2.039,23.932,12.078,751.041,18.397,1.137338319,67926257.3,6.622562613,471.2486257,-0.3678603,4.440954,-0.5553815,-0.179535,2.1410509,-0.2801855
177,BDI,2011,High,1,9.583,-14.473,-3.491,5.532,2.236,247.097,38.696,1.137338319,10228445.8,4.032602496,1261.073333,-1.187131,3.936771,-1.8072,-1.012377,1.36137,-0.9276319
178,CMR,2011,Low,0,2.940,-2.551,-2.355,12.847,29.37,1402.98,16.255,1.137338319,331808073.1,4.129277161,471.2486257,-1.145449,4.1099408,-0.661688,-0.8069494,1.425519,-1.033121
179,CAF,2011,Moderate,0,1.194,-6.819,-2.135,4.305,2.435,551.028,12.023,1.137338319,1504811.4,4.194615337,471.2486257,-0.9467087,3.717634,-1.789389,-1.191609,1.209316,-1.087498
180,TCD,2011,Moderate,0,2.029,-5.814,2.391,-3.052,12.183,985.629,24.759,1.137338319,82802184.1,0.082869798,471.2486257,-1.328819,3.629463,-1.318085,-1.025349,1.02577,-1.350032
181,COM,2011,In debt distress,1,2.231,-3.613,0.861,-1.837,1.023,1450.16,14.078,1.137338319,3941055.9,4.099846955,353.4364693,-0.7906244,3.239495,-0.5527361,-1.361312,1.497056,-0.373952
182,COD,2011,High,1,14.950,-4.956,-0.985,6.664,25.838,334.393,13,1.137338319,255389492.1,6.87467089,919.4913,-1.427513,3.320703,-2.212989,-1.521802,0.881854,-1.485156
183,COG,2011,Low,0,1.761,13.175,16.065,-3.547,15.653,4175.34,43.938,1.137338319,136755458.6,2.205919363,471.2486257,-1.11917,3.804715,-0.3543004,-1.26487,1.296861,-1.107998
184,CIV,2011,In debt distress,1,4.895,7.504,-2.889,2.175,35.529,1660.45,10.308,1.137338319,730991382.3,-4.387254789,471.2486257,-1.012901,3.844969,-1.405808,-0.8695123,1.230828,-1.081877
185,ETH,2011,Low,0,33.232,-2.569,-1.607,0.895,30.48,361.829,16.621,1.137338319,343948921.2,11.17829623,16.89922576,-0.6579399,4.5158383,-1.506964,-0.9997987,1.7604423,-1.362644
186,GMB,2011,High,1,4.796,-7.437,-3.014,2.744,1.41,762.761,13.53,1.137338319,27366588.5,-8.130444223,29.46152006,-0.5090407,4.3921748,-0.0002706,-0.2845533,1.9568458,-1.215479
187,GHA,2011,Moderate,0,7.676,-6.609,-5.494,39.116,53.645,2123.67,14.106,1.137338319,352338101.2,14.04712363,1.520625,-0.0257114,4.9495462,0.1671121,0.1248741,2.4951211,0.4846578
188,GIN,2011,In debt distress,1,21.351,-18.353,-0.936,7.772,6.034,540.562,15.106,1.137338319,200412257.8,5.612104279,6658.031258,-1.100235,3.876798,-1.388054,-1.00923,1.054877,-0.8877387
189,GNB,2011,Moderate,0,5.055,-1.208,-1.354,40.971,1.157,775.206,15.96,1.137338319,6863262.1,8.084779734,471.2486257,-1.156242,3.971292,-0.753626,-1.123603,1.193623,-0.8534395
190,LBR,2011,Low,0,8.487,-15.007,-4.32,11.696,2.398,640.709,25.04,1.137338319,3207472.9,8.20076584,72.22666667,-0.6711878,3.748981,-0.4273703,-1.091914,1.5726488,-0.2563505
191,MDG,2011,Low,0,9.483,-6.714,-2.043,14.758,11.552,531.266,9.998,1.137338319,50329464.4,1.578429421,2025.1175,-0.4793393,3.967579,-0.7055859,-0.5281697,1.6119838,-0.879346
192,MWI,2011,Moderate,0,7.621,-8.613,-4.124,-8.668,7.984,493.843,21.945,1.137338319,22744004.5,4.854055109,156.5158333,-0.4169382,4.5746081,-0.0729127,-0.7004287,2.3449478,-0.2454195
193,MLI,2011,Moderate,0,3.051,-5.057,-3.417,6.624,12.993,861.874,17.145,1.137338319,68370144.4,3.21313378,471.2486257,-0.6385996,4.1777035,-0.7083797,-0.3982912,1.9989373,0.1678998
194,MOZ,2011,Low,0,11.167,-23.146,-4.408,26.193,14.382,574.873,24.97,1.137338319,671996765.9,7.417384316,29.06759993,-0.4910766,4.3605884,0.3320483,-0.4318583,1.9331285,-0.1995206
195,NER,2011,Moderate,0,2.930,-16.336,-2.189,-0.905,8.771,512.503,13.11,1.137338319,32825238.5,2.357756936,471.2486257,-0.6397219,4.377449,-0.8780045,-0.5308044,2.1097172,-0.2467294
196,RWA,2011,Moderate,0,5.668,-7.027,-0.857,19.808,6.911,677.595,23.736,1.137338319,46473003.2,7.958406046,600.3065198,0.3575973,5.0704055,-0.1771178,-0.1439268,2.1860262,-1.328789
197,STP,2011,High,1,14.321,-27.947,-12.518,0.367,0.233,1302.78,39.682,1.137338319,1665757,4.398201685,17.62293501,-0.1792379,4.2979318,0.0078264,-0.7282254,1.8386424,0.2481136
198,SEN,2011,Low,0,3.404,-6.472,-4.9,12.885,17.899,1373.28,18.237,1.137338319,361363301.7,1.458388671,471.2486257,-0.4963229,4.5036255,-0.2806022,-0.2141801,2.0410984,-0.220193
199,SLE,2011,Moderate,0,6.788,-65.031,-4.541,25.931,2.942,448.324,16.963,1.137338319,18666727.3,6.315045036,4349.161667,-0.8429905,3.807842,-0.1684449,-0.7085726,1.6458691,-0.2038126
200,TZA,2011,Low,0,12.691,-10.992,-3.514,6.685,34.067,768.16,15.36,1.137338319,142743194.8,7.672155435,1557.433333,-0.5917395,4.3483859,-0.0241335,-0.4188805,1.9885063,-0.1414839
201,TGO,2011,Moderate,0,3.558,-7.805,-6.266,16.556,3.872,586.994,19.227,1.137338319,15181725.6,6.398199052,471.2486257,-1.009964,3.6334,-0.1625985,-0.9978567,1.621849,-0.9037215
202,UGA,2011,Low,0,15.009,-7.59,-2.043,-8.347,27.501,872.039,11.132,1.137338319,63627429,9.391655493,2522.802033,-0.9205488,4.4844189,-0.9761018,-0.1569812,2.1393246,-0.5254045
203,ZMB,2011,Low,0,8.658,4.658,-1.783,1.793,23.46,1635.51,17.744,1.137338319,220136301.3,5.564602337,4.861666667,-0.3963221,4.3405597,0.5097738,-0.4388662,2.0435683,-0.1704208
204,BEN,2012,Low,0,6.743,-5.178,-0.216,17.661,11.148,1145.88,14.02,1.307083111,58800641.8,4.811223316,510.5563385,-0.8565331,4.4847127,0.3643676,-0.3786036,1.9143274,0.1244855
205,BFA,2012,Moderate,0,3.817,-1.292,-2.763,9.927,12.569,758.481,19.905,1.307083111,71778388.1,6.45267238,510.5563385,-0.4788863,4.376011,-0.5731292,-0.1188603,2.0632026,-0.3049708
206,BDI,2012,High,1,18.176,-18.592,-3.794,2.205,2.333,250.118,33.75,1.307083111,20996336.5,4.446708222,1442.505625,-1.452943,3.679897,-1.704738,-0.9454027,1.416469,-0.8945184
207,CMR,2012,Low,0,2.382,-3.283,-1.446,-4.366,29.121,1357.15,16.326,1.307083111,237340165.2,4.543265016,510.5563385,-1.261325,4.1019939,-0.5885174,-0.9286842,1.458482,-1.021581
208,CAF,2012,Moderate,0,5.478,-5.585,0.353,7.543,2.512,566.199,14.85,1.307083111,4640045.4,5.053761254,510.5563385,-0.9927816,3.551471,-1.852923,-1.077462,1.056629,-1.241135
209,TCD,2012,Moderate,0,7.517,-7.803,0.473,-8.086,12.411,970.738,24.352,1.307083111,83445179,8.882576072,510.5563385,-1.313718,3.511234,-1.044117,-1.072346,1.033934,-1.342748
210,COM,2012,High,1,5.910,-3.246,1.962,-10.382,1.016,1403.42,16.822,1.307083111,12314523.3,3.200272903,382.9172538,-0.7833758,3.449139,-0.452308,-1.391064,1.484231,-0.4661489
211,COD,2012,High,1,0.857,-4.299,1.75,-11.986,29.319,368.393,15.486,1.307083111,279054336.7,7.086898947,919.7550167,-1.312269,3.345065,-2.085893,-1.489312,0.843,-1.481082
212,COG,2012,Low,0,5.009,13.644,7.236,-11.254,17.704,4607.39,37.893,1.307083111,170696943.9,9.947153143,510.5563385,-1.211273,3.826054,-0.4896899,-1.359338,1.356987,-1.155133
213,CIV,2012,Moderate,0,1.300,-0.866,-2.277,7.125,37.03,1686.73,13.865,1.307083111,720269252.2,10.7065041,510.5563385,-0.8303831,3.901586,-1.263461,-0.764886,1.420741,-0.77775
214,ETH,2012,Low,0,24.132,-7.071,-1.172,-12.55,42.221,493.321,15.476,1.307083111,428443212.8,8.647811633,17.70476138,-0.6025902,4.5747305,-1.564271,-1.047956,1.8225152,-1.308908
215,GMB,2012,High,1,4.645,-4.478,-2.823,15.884,1.415,742.78,16.296,1.307083111,26402039.4,5.241569246,32.07713389,-0.644619,4.4875705,-0.0007788,-0.2281193,1.9234857,-1.287478
216,GHA,2012,Moderate,0,7.072,-8.696,-8.38,5.787,56.505,2184.41,13.733,1.307083111,504198793.9,9.292789405,1.824866667,-0.1265676,4.9514673,0.130695,0.1281278,2.510495,0.4313522
